question_id,model_1,model_2,mean_pairwise_similarity,mean_centroid_comparison,questionnaire,question_type,model_domain
1,ministral-8B-standard,mistral-7B-standard,0.4591855,0.7813044,basic_patient_characteristics,whq,general
1,ministral-8B-standard,llama-3.2-1B-medical,0.41245034,0.6693267,basic_patient_characteristics,whq,general
1,ministral-8B-standard,bloom-6B4-german-standard,0.38918096,0.6794325,basic_patient_characteristics,whq,general
1,ministral-8B-standard,biogpt-medtext-347M-medical,0.12684281,0.20745584,basic_patient_characteristics,whq,general
1,ministral-8B-standard,biogpt-medical,0.22087297,0.3910221,basic_patient_characteristics,whq,general
1,ministral-8B-standard,R1-Qwen-8B-standard,0.5243009,0.8518515,basic_patient_characteristics,whq,general
1,ministral-8B-standard,Mistral-124B-large-standard,0.4181303,0.69339836,basic_patient_characteristics,whq,general
1,ministral-8B-standard,gemma3-4B-standard,0.57825947,0.7345577,basic_patient_characteristics,whq,general
1,ministral-8B-standard,flanT5-base-standard,0.43431026,0.74806476,basic_patient_characteristics,whq,general
1,ministral-8B-standard,flanT5-base-medical,0.5359153,0.76502466,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,llama-3.2-3B-standard,0.6640271,0.8781246,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,llama-3.2-1B-standard,0.30702415,0.5149789,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,qwen2.5-7B-standard,0.6251168,0.82127047,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,qwen2.5-7B-medical,0.5143789,0.81687963,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,phi-4-mini-standard,0.3155992,0.5674781,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,mistral-7B-standard,0.40828702,0.68084,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,llama-3.2-1B-medical,0.30637634,0.48726934,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,bloom-6B4-german-standard,0.38358188,0.65629673,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,biogpt-medtext-347M-medical,0.10331537,0.16560449,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,biogpt-medical,0.17406918,0.30201462,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,R1-Qwen-8B-standard,0.47697452,0.7594968,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,Mistral-124B-large-standard,0.40942958,0.66542304,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,gemma3-4B-standard,0.5549821,0.69092286,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,flanT5-base-standard,0.41398412,0.69882774,basic_patient_characteristics,whq,general
1,llama-3.3-70B-standard,flanT5-base-medical,0.57604414,0.8059024,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,llama-3.2-1B-standard,0.3455552,0.55153036,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,qwen2.5-7B-standard,0.62389785,0.7799623,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,qwen2.5-7B-medical,0.5064156,0.7652742,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,phi-4-mini-standard,0.3821875,0.6539202,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,mistral-7B-standard,0.43338907,0.6876897,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,llama-3.2-1B-medical,0.3514325,0.5318521,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,bloom-6B4-german-standard,0.41808072,0.6806712,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,biogpt-medtext-347M-medical,0.16984905,0.259063,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,biogpt-medical,0.22567059,0.37257713,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,R1-Qwen-8B-standard,0.52750486,0.79926777,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,Mistral-124B-large-standard,0.40865096,0.63198423,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,gemma3-4B-standard,0.53063405,0.6286093,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,flanT5-base-standard,0.4497316,0.7223954,basic_patient_characteristics,whq,general
1,llama-3.2-3B-standard,flanT5-base-medical,0.6323092,0.84176576,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,qwen2.5-7B-standard,0.2270852,0.3600771,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,qwen2.5-7B-medical,0.22464302,0.4305756,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,phi-4-mini-standard,0.27838692,0.6041485,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,mistral-7B-standard,0.25575793,0.51474285,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,llama-3.2-1B-medical,0.28129208,0.5399494,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,bloom-6B4-german-standard,0.25222605,0.5208514,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,biogpt-medtext-347M-medical,0.22813307,0.44134393,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,biogpt-medical,0.21509464,0.45041978,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,R1-Qwen-8B-standard,0.30050418,0.5775147,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,Mistral-124B-large-standard,0.19512054,0.38273948,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,gemma3-4B-standard,0.24601176,0.36964786,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,flanT5-base-standard,0.21836537,0.44488925,basic_patient_characteristics,whq,general
1,llama-3.2-1B-standard,flanT5-base-medical,0.29127112,0.49181947,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,qwen2.5-7B-medical,0.5795409,0.87005925,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,phi-4-mini-standard,0.24617308,0.41845,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,mistral-7B-standard,0.35054532,0.5526033,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,llama-3.2-1B-medical,0.24136856,0.36289787,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,bloom-6B4-german-standard,0.3471862,0.56155777,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,biogpt-medtext-347M-medical,0.041597527,0.06303251,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,biogpt-medical,0.14453655,0.23706836,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,R1-Qwen-8B-standard,0.4211899,0.63401353,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,Mistral-124B-large-standard,0.37711522,0.57940525,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,gemma3-4B-standard,0.5280194,0.6214273,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,flanT5-base-standard,0.3801567,0.60665095,basic_patient_characteristics,whq,general
1,qwen2.5-7B-standard,flanT5-base-medical,0.51858395,0.68586004,basic_patient_characteristics,whq,general
1,qwen2.5-7B-medical,phi-4-mini-standard,0.24199547,0.49723318,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,mistral-7B-standard,0.34822723,0.66356266,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,llama-3.2-1B-medical,0.26762497,0.4863851,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,bloom-6B4-german-standard,0.33216017,0.64942557,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,biogpt-medtext-347M-medical,0.08787871,0.16096467,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,biogpt-medical,0.15263423,0.30262005,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,R1-Qwen-8B-standard,0.3853772,0.7012234,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,Mistral-124B-large-standard,0.32420185,0.60210705,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,gemma3-4B-standard,0.4401661,0.626191,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,flanT5-base-standard,0.35088268,0.67684317,basic_patient_characteristics,whq,biomedical
1,qwen2.5-7B-medical,flanT5-base-medical,0.43459624,0.694788,basic_patient_characteristics,whq,biomedical
1,phi-4-mini-standard,mistral-7B-standard,0.27870396,0.6013131,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,llama-3.2-1B-medical,0.33195785,0.68308514,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,bloom-6B4-german-standard,0.2690168,0.5955244,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,biogpt-medtext-347M-medical,0.17084056,0.35430402,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,biogpt-medical,0.20079648,0.4507547,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,R1-Qwen-8B-standard,0.37511542,0.7728116,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,Mistral-124B-large-standard,0.2988414,0.62840164,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,gemma3-4B-standard,0.2381939,0.38367116,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,flanT5-base-standard,0.24246489,0.5295577,basic_patient_characteristics,whq,general
1,phi-4-mini-standard,flanT5-base-medical,0.3376608,0.6112027,basic_patient_characteristics,whq,general
1,mistral-7B-standard,llama-3.2-1B-medical,0.3560855,0.6795361,basic_patient_characteristics,whq,general
1,mistral-7B-standard,bloom-6B4-german-standard,0.35075542,0.7200967,basic_patient_characteristics,whq,general
1,mistral-7B-standard,biogpt-medtext-347M-medical,0.10660075,0.20502731,basic_patient_characteristics,whq,general
1,mistral-7B-standard,biogpt-medical,0.24927609,0.5189566,basic_patient_characteristics,whq,general
1,mistral-7B-standard,R1-Qwen-8B-standard,0.39504215,0.7547767,basic_patient_characteristics,whq,general
1,mistral-7B-standard,Mistral-124B-large-standard,0.27727276,0.5407171,basic_patient_characteristics,whq,general
1,mistral-7B-standard,gemma3-4B-standard,0.45996308,0.6870967,basic_patient_characteristics,whq,general
1,mistral-7B-standard,flanT5-base-standard,0.3744187,0.7583826,basic_patient_characteristics,whq,general
1,mistral-7B-standard,flanT5-base-medical,0.3974485,0.66719353,basic_patient_characteristics,whq,general
1,llama-3.2-1B-medical,bloom-6B4-german-standard,0.32845035,0.643118,basic_patient_characteristics,whq,biomedical
1,llama-3.2-1B-medical,biogpt-medtext-347M-medical,0.18353467,0.3366697,basic_patient_characteristics,whq,biomedical
1,llama-3.2-1B-medical,biogpt-medical,0.24679165,0.4900217,basic_patient_characteristics,whq,biomedical
1,llama-3.2-1B-medical,R1-Qwen-8B-standard,0.43257102,0.78825533,basic_patient_characteristics,whq,biomedical
1,llama-3.2-1B-medical,Mistral-124B-large-standard,0.30964452,0.5759181,basic_patient_characteristics,whq,biomedical
1,llama-3.2-1B-medical,gemma3-4B-standard,0.34868157,0.49677324,basic_patient_characteristics,whq,biomedical
1,llama-3.2-1B-medical,flanT5-base-standard,0.34511316,0.66669416,basic_patient_characteristics,whq,biomedical
1,llama-3.2-1B-medical,flanT5-base-medical,0.3339318,0.5346421,basic_patient_characteristics,whq,biomedical
1,bloom-6B4-german-standard,biogpt-medtext-347M-medical,0.096008696,0.18946317,basic_patient_characteristics,whq,general
1,bloom-6B4-german-standard,biogpt-medical,0.24879503,0.5314407,basic_patient_characteristics,whq,general
1,bloom-6B4-german-standard,R1-Qwen-8B-standard,0.36808243,0.7215773,basic_patient_characteristics,whq,general
1,bloom-6B4-german-standard,Mistral-124B-large-standard,0.27522844,0.55070484,basic_patient_characteristics,whq,general
1,bloom-6B4-german-standard,gemma3-4B-standard,0.28451973,0.43608373,basic_patient_characteristics,whq,general
1,bloom-6B4-german-standard,flanT5-base-standard,0.35744745,0.7428576,basic_patient_characteristics,whq,general
1,bloom-6B4-german-standard,flanT5-base-medical,0.43285796,0.74555385,basic_patient_characteristics,whq,general
1,biogpt-medtext-347M-medical,biogpt-medical,0.24264096,0.48555923,basic_patient_characteristics,whq,biomedical
1,biogpt-medtext-347M-medical,R1-Qwen-8B-standard,0.121538684,0.22321187,basic_patient_characteristics,whq,biomedical
1,biogpt-medtext-347M-medical,Mistral-124B-large-standard,0.07847257,0.14709857,basic_patient_characteristics,whq,biomedical
1,biogpt-medtext-347M-medical,gemma3-4B-standard,0.14247538,0.20457964,basic_patient_characteristics,whq,biomedical
1,biogpt-medtext-347M-medical,flanT5-base-standard,0.07451289,0.1450741,basic_patient_characteristics,whq,biomedical
1,biogpt-medtext-347M-medical,flanT5-base-medical,0.16149431,0.26058882,basic_patient_characteristics,whq,biomedical
1,biogpt-medical,R1-Qwen-8B-standard,0.18841575,0.37455785,basic_patient_characteristics,whq,biomedical
1,biogpt-medical,Mistral-124B-large-standard,0.11413292,0.23157968,basic_patient_characteristics,whq,biomedical
1,biogpt-medical,gemma3-4B-standard,0.2895845,0.4500873,basic_patient_characteristics,whq,biomedical
1,biogpt-medical,flanT5-base-standard,0.23725975,0.5000131,basic_patient_characteristics,whq,biomedical
1,biogpt-medical,flanT5-base-medical,0.28265804,0.4936952,basic_patient_characteristics,whq,biomedical
1,R1-Qwen-8B-standard,Mistral-124B-large-standard,0.43310043,0.8064971,basic_patient_characteristics,whq,general
1,R1-Qwen-8B-standard,gemma3-4B-standard,0.40565342,0.5786303,basic_patient_characteristics,whq,general
1,R1-Qwen-8B-standard,flanT5-base-standard,0.37323353,0.72187614,basic_patient_characteristics,whq,general
1,R1-Qwen-8B-standard,flanT5-base-medical,0.47151765,0.755823,basic_patient_characteristics,whq,general
1,Mistral-124B-large-standard,gemma3-4B-standard,0.33571976,0.48877716,basic_patient_characteristics,whq,general
1,Mistral-124B-large-standard,flanT5-base-standard,0.25671494,0.50678176,basic_patient_characteristics,whq,general
1,Mistral-124B-large-standard,flanT5-base-medical,0.39517993,0.64655423,basic_patient_characteristics,whq,general
1,gemma3-4B-standard,flanT5-base-standard,0.39136028,0.5918049,basic_patient_characteristics,whq,general
1,gemma3-4B-standard,flanT5-base-medical,0.47064298,0.5898392,basic_patient_characteristics,whq,general
1,flanT5-base-standard,flanT5-base-medical,0.47999105,0.81566346,basic_patient_characteristics,whq,general
2,llama-3.2-1B-medical,llama-3.2-1B-standard,0.29526025,0.7189486,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,llama-3.2-3B-standard,0.22139885,0.47275358,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,gemma3-4B-standard,0.21960844,0.41186714,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,bloom-6B4-german-standard,0.23136795,0.5345726,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,flanT5-base-medical,0.29922324,0.68100154,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,llama-3.3-70B-standard,0.2309201,0.40029055,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,flanT5-base-standard,0.26346973,0.54016626,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,ministral-8B-standard,0.24807371,0.55886114,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,qwen2.5-7B-standard,0.27070853,0.47609267,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,qwen2.5-7B-medical,0.21871756,0.37748608,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,phi-4-mini-standard,0.21500552,0.44433933,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,mistral-7B-standard,0.27384079,0.6181612,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,mistral-7B-medical,0.22007589,0.5139469,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,human,0.19148791,0.36722153,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,Mistral-124B-large-standard,0.25121462,0.47045955,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,R1-Qwen-8B-standard,0.3227051,0.6496225,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,biogpt-medical,0.28257525,0.59342945,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-medical,biogpt-medtext-347M-medical,0.20033248,0.31573468,basic_patient_characteristics,whq,biomedical
2,llama-3.2-1B-standard,llama-3.2-3B-standard,0.24578597,0.51447916,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,gemma3-4B-standard,0.15193467,0.27932912,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,bloom-6B4-german-standard,0.22609562,0.51209056,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,flanT5-base-medical,0.31295493,0.6982096,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,llama-3.3-70B-standard,0.2506324,0.42589447,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,flanT5-base-standard,0.22722055,0.4566627,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,ministral-8B-standard,0.27028894,0.5969015,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,qwen2.5-7B-standard,0.2540703,0.43802077,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,qwen2.5-7B-medical,0.21916252,0.3707958,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,phi-4-mini-standard,0.22791107,0.46172333,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,mistral-7B-standard,0.32449782,0.7180697,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,mistral-7B-medical,0.22225925,0.50881135,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,human,0.21269327,0.39984512,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,Mistral-124B-large-standard,0.23755637,0.43610922,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,R1-Qwen-8B-standard,0.34548706,0.68177044,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,biogpt-medical,0.259466,0.53415406,basic_patient_characteristics,whq,general
2,llama-3.2-1B-standard,biogpt-medtext-347M-medical,0.13980371,0.2159935,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,gemma3-4B-standard,0.30449733,0.49091864,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,bloom-6B4-german-standard,0.36364213,0.7222632,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,flanT5-base-medical,0.26509643,0.5186502,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,llama-3.3-70B-standard,0.38741356,0.57730615,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,flanT5-base-standard,0.31856588,0.56145346,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,ministral-8B-standard,0.35931605,0.69585323,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,qwen2.5-7B-standard,0.37567878,0.56796825,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,qwen2.5-7B-medical,0.3573844,0.5302379,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,phi-4-mini-standard,0.39090154,0.6944649,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,mistral-7B-standard,0.35380927,0.6865792,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,mistral-7B-medical,0.27406776,0.55020106,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,human,0.3131421,0.51623344,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,Mistral-124B-large-standard,0.43420327,0.6990179,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,R1-Qwen-8B-standard,0.34749395,0.6013402,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,biogpt-medical,0.19610025,0.3540226,basic_patient_characteristics,whq,general
2,llama-3.2-3B-standard,biogpt-medtext-347M-medical,0.1070743,0.14506873,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,bloom-6B4-german-standard,0.37956616,0.6621515,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,flanT5-base-medical,0.23497082,0.40376922,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,llama-3.3-70B-standard,0.48643702,0.63665867,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,flanT5-base-standard,0.3709042,0.5741494,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,ministral-8B-standard,0.3761679,0.63984,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,qwen2.5-7B-standard,0.53658575,0.712517,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,qwen2.5-7B-medical,0.525454,0.6847287,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,phi-4-mini-standard,0.46930328,0.73229367,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,mistral-7B-standard,0.3361086,0.5728616,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,mistral-7B-medical,0.31633312,0.55777216,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,human,0.3643465,0.5275553,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,Mistral-124B-large-standard,0.5346291,0.7559562,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,R1-Qwen-8B-standard,0.35346183,0.537235,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,biogpt-medical,0.23891571,0.37883157,basic_patient_characteristics,whq,general
2,gemma3-4B-standard,biogpt-medtext-347M-medical,0.15311165,0.18219884,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,flanT5-base-medical,0.2643089,0.55953383,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,llama-3.3-70B-standard,0.35639313,0.57465166,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,flanT5-base-standard,0.3711938,0.7078794,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,ministral-8B-standard,0.34060946,0.7137426,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,qwen2.5-7B-standard,0.45039323,0.7367891,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,qwen2.5-7B-medical,0.42358333,0.6800142,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,phi-4-mini-standard,0.39778885,0.7646798,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,mistral-7B-standard,0.35993955,0.75577927,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,mistral-7B-medical,0.3224953,0.7005368,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,human,0.32364705,0.5773249,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,Mistral-124B-large-standard,0.43720722,0.7615993,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,R1-Qwen-8B-standard,0.378338,0.70843005,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,biogpt-medical,0.22540323,0.44030833,basic_patient_characteristics,whq,general
2,bloom-6B4-german-standard,biogpt-medtext-347M-medical,0.08707538,0.12765211,basic_patient_characteristics,whq,general
2,flanT5-base-medical,llama-3.3-70B-standard,0.3021159,0.47984192,basic_patient_characteristics,whq,biomedical
2,flanT5-base-medical,flanT5-base-standard,0.31056896,0.5833993,basic_patient_characteristics,whq,biomedical
2,flanT5-base-medical,ministral-8B-standard,0.3162562,0.65278983,basic_patient_characteristics,whq,biomedical
2,flanT5-base-medical,qwen2.5-7B-standard,0.329729,0.53132206,basic_patient_characteristics,whq,biomedical
2,flanT5-base-medical,qwen2.5-7B-medical,0.2775968,0.43897814,basic_patient_characteristics,whq,biomedical
2,flanT5-base-medical,phi-4-mini-standard,0.27331063,0.51752675,basic_patient_characteristics,whq,biomedical
2,flanT5-base-medical,mistral-7B-standard,0.3229331,0.66792446,basic_patient_characteristics,whq,biomedical
