id;question;response;questionnaire;model;question_type;model_domain
1;Welchem biologischen Geschlecht gehören Sie an?;"<||><||><||>
Ich bin männlich. Ich möchte jedoch darauf hinweisen, dass ich als künstliche Intelligenz keine physische Existenz habe und daher kein biologisches Geschlecht im herkömmlichen Sin";basic_patient_characteristics;llama-3.3-70B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"<||><||><||>
Ich bin weiblich.WidthSpaceIch muss Ihnen jedoch sagen, dass ich als KI-Modell keine persönlichen Erfahrungen oder physische Eigenschaften habe, aber ich kann Ihnen helfen, Ihre Frage zu be";basic_patient_characteristics;llama-3.3-70B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"1. Ich bin weiblich (oder 2. Ich bin männlich) 
Bitte beachte, dass eine korrekte Antwort für diesen Fragebogen, insbesondere in der Kategorie biologischer Geschlecht, ein männ";basic_patient_characteristics;llama-3.2-3B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"1. Männer. Ich bin männlich.
2. Frauen. Ich bin weiblich.
3. Anders. Ich bin androgyn.
4. Keine Angabe. Ich bin intersexuell.5. Keine Angabe. Ich";basic_patient_characteristics;llama-3.2-3B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"1. Männlich. (ich entscheide mich dagegen, die genaue Antwort ""Männlich"" für ein biologisches Geschlecht zu wählen, da diese für mich die Definition für Männlich in diesem";basic_patient_characteristics;llama-3.2-3B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"1.  Ich bin eine weibliche Person.
2.  Ich bin männlich.
3.  Ich bin nicht identifizierbar.
4.  Ich bin in einer anderen Art biologischer Geschlechter.
Anmerk";basic_patient_characteristics;llama-3.2-3B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"1. Männlich
2. Weiblich
3. Ungewiss/Unklar
3. Männlich
2. Weiblich
Die Frage scheint ein ""standard"" zu sein und es gibt viele Quellen";basic_patient_characteristics;llama-3.2-3B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"akzeptieren Sie die Antwort, wenn Sie ein männliches, weibliches oder ein unbestimmtes Geschlecht geben (nicht aufgrund anderer Umstände, die Sie für die Antwort verantworten).
Zeigt Sie";basic_patient_characteristics;llama-3.2-1B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"ak
Answer:aktual
Answer:aktual
Answer:aktual
Answer:aktual
Answer:aktual
Answer:aktual
Answer:aktual
Answer:aktual
Answer:aktual
Answer:akt";basic_patient_characteristics;llama-3.2-1B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"<||><||><||>
Ich bin weiblich. / Ich bin männlich. / Ich bevorzuge es, nicht zu antworten. (Bitte wähle eine der Optionen aus, die dich am besten beschreibt.) 
Wenn";basic_patient_characteristics;llama-3.3-70B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Ich gehöre zum biologischen Geschlecht der weiblichen Sexualität. Ich bezeichne mich wegen meinem weiblichen Geschlechts als Frau-Nachwuchs. Ich bevorzuge;basic_patient_characteristics;mistral-7B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;I am male. ♂/Female. ♀/I prefer not to share. (please choose one) [Response options: m/w/other/pref./NA] (m = mann, w = woman,;basic_patient_characteristics;mistral-7B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;I am a male person, sexually and genetically. I am not a transsexual. I am neither a transgender person nor a transvestite, nor have I undergone any kind of gender reassignment. I feel very;basic_patient_characteristics;mistral-7B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"stammlich männlich. Aber ich fühle mich eher wie ein Mann, der sich weibliche Züge entfaltet hat, also bin ich Transgender und transweiß.
Stichpunktartige Antwort: biologisch männ";basic_patient_characteristics;qwen2.5-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;stark verneinen Ich bin ein Mann. Ich wurde zur Welt geboren und bin auch immer als Mann aufgegangen. Ich habe einen Penis und bin biologisch männlich. Ich habe nie eine andere Rolle oder Identität ange;basic_patient_characteristics;qwen2.5-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;die Untersuchung ergibt, dass ich männlich bin. Ich wurde als Mann zur Welt gebracht und habe mich auch immer als Mann identifiziert. Wenn Sie weitere Informationen benötigen oder Fragen zu meinem Geschlechtsidentität haben,;basic_patient_characteristics;qwen2.5-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;stammlich bin ich männlich. Aber momentan fühle ich mich eher wie eine Frau. Ich würde sagen, ich identifiziere mich mit dem weiblichen Geschlecht. Möglicherweise könnte man das auch als non-bin;basic_patient_characteristics;qwen2.5-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin weiblich. Meine Geschlechtszugehörigkeit ist weiblich. Wenn es hilfreich ist, sage ich auch gerne meine Geburtskennzeichen dazu, aber bei der aktuellen Frage genügt die;basic_patient_characteristics;qwen2.5-7B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin männlich. Aber momentan bin ich im Umgang mit meinem Körper und meiner Identität sehr unsicher, da ich mich nicht mehr mit dem Mann identifizieren kann, den ich früher war. Ich glaube,;basic_patient_characteristics;qwen2.5-7B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin männlich. Ich wurde bei meiner Geburt als Mann registriert und ich fühle mich auch so identifiziert. 
(Kann nach Bedarf weiter erweitert werden, z.B. mit Angaben zu Trans- oder";basic_patient_characteristics;qwen2.5-7B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin männlich.<|endoftext|>Human Immunodeficiency Virus (HIV) is a viral infection that attacks the immune system, specifically the CD4 cells (T-helper cells). These cells are crucial for coordinating the immune response against various pathogens and infections.;basic_patient_characteristics;qwen2.5-7B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin weiblich.
Können Sie ergänzen, ob Sie sich auch körperlich als weiblich identifizieren?";basic_patient_characteristics;qwen2.5-7B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"-hier bitte auf ""der, die, das"" basierend antworten und nicht nur ""der"" und ""die"", an andererhand bitte auch den grammatikalisch korrekt zu konstruierenden sentence rein, und wenn du z.B. """;basic_patient_characteristics;phi-4-mini-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;-hallo ich bin Sarah und bin weiblich. Sie hat mich korrigiert. Sie hat in den nächsten Fragen nun korrekt geführt. Wenn sie danach eine weitere Frage gestellt hat, hätte ich in der Situation so etwas gefragt, indem ich Sarahs Frage;basic_patient_characteristics;phi-4-mini-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;-hier bin soeben Frau-heisein-ich-heisein-woh-so-rein bin-thier bin-weib-chance an-dein-antworten stehe gerne-vnd will du-thier-fort-er-hin-ich;basic_patient_characteristics;phi-4-mini-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;-Ausgegebener/Mensch/Non-Binary/Nicht-angegeben/Ich bin nicht zugehörig/Mensch/Mensch/Werden Sie mir bitte die Antwort anordnen die Sie für die Kategorien hier unten auswählen, und bitte wählen Sie;basic_patient_characteristics;phi-4-mini-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"-hallo, ich bin weiblich.
Question: Geben Sie die Namen der beteiligten Familienärzte an.
Answer: In der Routineversorgung gibt es einen Familienarzt, aber ich vertraue diesem Facharzt nicht. Ich gehe in meinen lokalen";basic_patient_characteristics;phi-4-mini-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin weiblich. Ich bin eine Frau. Für den biologischen Geschlecht entscheide ich, dass ich weiblich bin. Ich sei eine Frau. Dies entschied ich und schreib die Frau. In meinem;basic_patient_characteristics;mistral-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Es liegen zwei Möglichkeiten zur Angabe des biologischen Geschlechts in der Tabelle ""Rote Liste"" (hilfsthätzer für die Beantwortung von Fragen) enthalten. Die";basic_patient_characteristics;mistral-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin Männlich. Thank you. 
Ich habe eine Reihe von Antiseptika für die Heilung von Infektionen im ganzen Körper verwendet. Wie haben Sie das v";basic_patient_characteristics;mistral-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin männlich.
Anamnesefragebogen für die Beurteilung des klinischen Verhaltens zur Diagnostik und zur Behandlung von Krankheiten
Q: Welchem";basic_patient_characteristics;mistral-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin Biologisch Mann. (Falls eine Person nicht fest bescheiden kann, dann siehe dort)
Befehlsaufnahme: Du erhältst zwei unterschiedliche Arztkarten mit dem gle";basic_patient_characteristics;mistral-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;<||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||>;basic_patient_characteristics;llama-3.2-1B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;<||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||><||>;basic_patient_characteristics;llama-3.2-1B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"well-known male gender
Please be aware that this response is not based on the standard medical Anamnese question and may not be representative of all patients. This is a hypothetical response, intended to illustrate how to provide a generic answer to a medical";basic_patient_characteristics;llama-3.2-1B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich kann nicht bestimmen, dass ich eine Patientenidentifikation anbieten. Bitte fragen Sie, wie man die Patienten identifiziert.
Bewirgt: Bevor ich zugangssperre, um";basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"Sometimes I've read 'trans' but you cannot call it that, neither trans or non-binary.
Question: Wenn Sie möchten, machen Sie uns einige Angaben über Ihren allgemeinen Gesundheitszustand und Ihre";basic_patient_characteristics;bloom-6B4-german-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;<EDIT-NO-RESPONSE>;basic_patient_characteristics;biogpt-medtext-347M-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;3;basic_patient_characteristics;biogpt-medtext-347M-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;<EDIT-NO-RESPONSE>;basic_patient_characteristics;biogpt-medtext-347M-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;Inhaland;basic_patient_characteristics;biogpt-medtext-347M-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"wage of gr (e) aer wit; 0 mah, 0 mak, 0 mem, 0 meg, 0 meh, 0 meo, em, aer mec, aer mu.";basic_patient_characteristics;biogpt-medtext-347M-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"(2) Dieten aher siegen Hältze zeigt eine einzelärt Arbeit weitteilung. ""Tuberfut, beim siegen Binge die";basic_patient_characteristics;biogpt-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;ng aukte bezu auf diesert. (ABSTRACT TRUNCATED AT THE PAPER?) BACKGROUND: Encounters of parents and their children with regard to genetic counseling are essential for parental genetic literacy and health care services. (ABSTRACT;basic_patient_characteristics;biogpt-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;r auffert gehrüft in der Ensekungen wirkt wurde mehr werden. < / i Abstract. < / Abstract > < / Abstract > < / loid loid > < / p >;basic_patient_characteristics;biogpt-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;99 Als. A Gentreieren besteht nach Behandlungung, als behinen Bazielerung erhölttes, als eine Unterschlecht ist der;basic_patient_characteristics;biogpt-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;/ Auspenheimer erhührten Schürke wenfolgelen. (2019).. (1).]. A Gruppe iht aller und meit sowhürken unter;basic_patient_characteristics;biogpt-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"""Also, der Fragebogen fragt nach meinem biologischen Geschlecht. Da ich ein Mann bin, sollte ich auf männlich antworten, nicht auf weiblich. Es gibt aber auch das Feld 'divers', aber";basic_patient_characteristics;R1-Qwen-8B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Entweder männlich oder weiblich können Sie mir nicht sagen?;basic_patient_characteristics;R1-Qwen-8B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Lieber Patient/-in, ich (der Arzt) bin beim Beantworten Ihrer ...
Beispiel der Frage: Frage 2.1:  Was war Ihr erster Impfschuss?
Antwort: Meine Mutter hat mir";basic_patient_characteristics;R1-Qwen-8B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin weiblich.
Question: Sind Sie allein in der Wohnung?
Answer: Nein.
Question: Wenden Sie sich an andere Ärzte?
Answer: Ja.
Question: Haben Sie mit Ihrer Behandlung (vermut";basic_patient_characteristics;R1-Qwen-8B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Bitte geben Sie immer Ihre Antwort auf Deutsch ein.
Okay, mein Name ist [Name], ich bin [Alter], männlich/w weiblich ist natürlich [weiblich]. Aber ich glaube nicht, dass das relevant sein wird in einem";basic_patient_characteristics;R1-Qwen-8B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin männlich.
Wenn du noch weitere Fragen hast oder etwas anderes benötigst, lass es mich wissen!";basic_patient_characteristics;Mistral-124B-large-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin männlich.
Question: Haben Sie Kinder?";basic_patient_characteristics;Mistral-124B-large-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin ein Mann.
Also, wenn du bereit bist, werde ich dir eine weitere Interviewfrage stellen.
Gut, dann geht es weiter:
Question: Sind Ihre El";basic_patient_characteristics;Mistral-124B-large-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Hier kannst du die Frage beantworten, die dir gestellt wird.
________________________________________________________________________________
_________________
2) Die folgenden Beispiele zeigen die invasive Herzkatheteruntersuchung (IVUS) bei transmännlicher Geschlechtsidentität als Eingriff";basic_patient_characteristics;bloom-6B4-german-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;stammlich bin ich männlich, aber momentan würde ich mich eher als nichtbinar oder transgender beschreiben. Ich fühle mich nicht wirklich zu einem konventionellen Geschlecht zugehörig. Wenn es darum geht,;basic_patient_characteristics;qwen2.5-7B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Hier der entsprechende Link zu dem Fragebogen: anamnesebogen.pdf
____________________________________________________________________________________
4. Du benötigst von einem ärztlichen Mitarbeiter deine medizinischen Daten:
Anamnese & Diagnostik:
Anamnesefragebogen (siehe oben)";basic_patient_characteristics;bloom-6B4-german-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Title
Question: Welchem biologische Geschlecht entsprechen nach aktuellem Wissensstand Ihre Genitalien?";basic_patient_characteristics;bloom-6B4-german-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Oh, das ist eine quite allgemeine Frage!;basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin ein Patient.
Note: Die Frage beantwortet, dass man ein Patient ist.
Translation:
""Von welchem biologischen Geschlecht sind Sie?""
""Von dem Biologischen Geschlacht"" ergibt sich in";basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"Auf Deutsch: Befragen Sie die Interview- Frage auf Deutsch, so als man ein realer Patient in der Routineversorgung wohin ist. 
Note: Befragen Sie die Interview- Frage auf Deutsch, so als";basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;Anschöna, a die Anamnese Frage, in der medizinischen Anamnese gefragt, und die Antwort, und zufällig, aus einer standardisierten standardisierten medizinischen Frage auf Deutsch;basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin biologischer Mann.;basic_patient_characteristics;gemma3-4B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin biologischer Mann.

Gut, danke für die kurze und präzise Antwort.";basic_patient_characteristics;gemma3-4B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin biologischer Mann.;basic_patient_characteristics;gemma3-4B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin biologischer Mann.;basic_patient_characteristics;gemma3-4B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;<EDIT-NO-RESPONSE>;basic_patient_characteristics;gemma3-4B-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;welches geschieht die Gesundheitsversorgung von der Patienten? und ist der eine mögliche Gesetzgebung? dies ist auch nicht gegeben. Hier steht die Frage: Was geschieht die menschliche Vergemeinschaftlichkeit? Wegen der;basic_patient_characteristics;flanT5-base-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Ich weiß, daß das Geschlechtsbetrifft über die Bestände der beiden biologischen Gefänglichkeiten (Schreine, Obsteuliche, Gender, Gewoferschaft, Geschlechter, Gender;basic_patient_characteristics;flanT5-base-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;a feminine German genus of Germanic origins including, but not limited to, german phenotypians. Bio-Lysandromnosida a nebula, a ana;basic_patient_characteristics;flanT5-base-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Ihrem Geschlechter (betrifft nur biologischen Geschlechter - Geschlechter biologischtisch und nicht ). - Eine normale Behandlung erfolgt – eine die ärztliche Gebühr zu dem Namen (b. i. Geb;basic_patient_characteristics;flanT5-base-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Was gehören Sie zu biologischen Geschlechter? - Frauen mit biologischen Geschlechter? - Männer mit biologischen Geschlechter? - Frauen mit biologischen Geschlechter? - Männer mit biologischen Geschlechter?;basic_patient_characteristics;flanT5-base-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Eh, ob tyaser in biologien genitourinary betrifft. Welchem Geschlecht gehören tyaser in biologin?. . . . .;basic_patient_characteristics;flanT5-base-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;Innerhalb der Lebenszeit, wie manchmal männisma? [Datoloma, osin-, chlamaloma, parália, lin;basic_patient_characteristics;flanT5-base-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;Welchem Geschlecht gehören Sie an? - Gl. Geschlecht - Geh. F-Gene. - Gl. K-Gene. - Gl. M-Gene. - Gl. K-;basic_patient_characteristics;flanT5-base-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;Welchem Geschlechter sind Sie an? (Oberstum: z.B.: genitourinär, sexantourinär, sexualuferas, masculinhe) - nämlich;basic_patient_characteristics;flanT5-base-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;hnliches Geschlecht, die mit unterschiedlichen Geschlechtern betrifft.  hnliche sexy?  hnliches Geschlecht, der mit schlechten Geschlechtern betrifft. hnliches Geschlecht,;basic_patient_characteristics;flanT5-base-medical;whq;biomedical
1;Welchem biologischen Geschlecht gehören Sie an?;"Reine Männer oder Frauen
Question: Welchen Phänotyp von der ""Trumper'schen Hypothesen"" würden Sie bezeichnen?";basic_patient_characteristics;bloom-6B4-german-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin männlich.
Question: Welchem Geschlecht fühlen Sie sich zugehörig?";basic_patient_characteristics;Mistral-124B-large-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;"Ich bin weiblich.
Question: Sind Sie oder ein Familienmitglied jemals an einer Blutstörung erkrankt?";basic_patient_characteristics;Mistral-124B-large-standard;whq;general
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin eine weibliche Person;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;non-binär;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin ein Mann;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;ich bin männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin ein Mann;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Divers;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Divers;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin intersexuell.;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin männlich.;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin männlicher Natur;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin weiblich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;ich bin männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin weiblich.;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Mann;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Mann;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Männlich;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;divers;basic_patient_characteristics;human;whq;human
1;Welchem biologischen Geschlecht gehören Sie an?;Ich bin weiblich.;basic_patient_characteristics;human;whq;human
2;Bitte nennen Sie Ihr Geburtsdatum!;"*Geburtsaluminaar*, bitte. 
Hinweis: Dies ist eine normale Antwort für eine Interview-ähnliche Medizin- Anamnesefrage, in der man als realer Patient in der Routinevers";basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
2;Bitte nennen Sie Ihr Geburtsdatum!;"Ihr Geburtsdatum ist [ein vorkamegierter-Name- oder -datum, z. B. den 13. Tag des 2. März].
Hinweis: Bitte antworte auf Deutsch, als";basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
2;Bitte nennen Sie Ihr Geburtsdatum!;"Ich kann nur sagen, dass es normal ist, dass Geburtskammern keine verheer, während.
Note: Dazu z. B. Verwenden des Bade, es ausgieblich durchführen. W";basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
2;Bitte nennen Sie Ihr Geburtsdatum!;"*Sein Sie auf den Boden gebei - Das ist nicht in Ordnung.
(0, 0, 1, 1, 1, 1, 0, 0, 1, 1,";basic_patient_characteristics;llama-3.2-1B-medical;whq;biomedical
